Name,CC4h_1,CC4h_2,CC4h_3,GC4h_1,GC4h_2,GC4h_3
4933401J01Rik,0,0,0,1,0,0
Gm26206,0,0,0,0,0,0
Xkr4,76,24,137,33,37,26
Gm37180,0,0,0,0,0,0
Gm37363,0,0,0,0,0,0
Gm37686,0,0,0,0,0,0
Gm1992,0,0,0,0,0,0
Gm37329,0,0,0,0,0,0
Gm38148,0,1,0,0,0,0
Gm19938,0,3,0,2,0,0
Gm10568,0,0,0,0,0,0
Gm38385,0,0,0,0,0,0
Gm27396,0,0,0,0,0,0
Gm37381,58,12,111,4,3,9
Rp1,36,27,52,14,11,8
Gm37483,0,0,0,0,0,0
Sox17,14,2,0,20,4,28
Gm37587,0,0,0,0,0,0
Gm22307,0,0,0,0,0,0
Gm37323,1,0,0,4,0,0
Gm25493,0,0,0,0,0,2
Mrpl15,1507,1219,1035,740,739,833
Gm37144,35,25,56,42,30,40
Lypla1,1247,1008,1092,762,797,795
Gm37988,201,180,253,75,94,105
Tcea1,6988,5605,6428,3473,4386,3941
Gm37277,0,2,0,0,0,4
Rgs20,24,16,13,17,9,18
Gm37079,0,0,0,0,0,0
Gm16041,0,0,1,1,1,1
Atp6v1h,1660,1341,1766,1294,1788,1602
Gm37567,0,2,7,1,0,5
Gm38264,0,0,0,0,0,0
Oprk1,0,4,0,4,0,1
Gm22463,0,0,0,0,0,0
Gm37429,0,1,0,0,2,0
Npbwr1,1,2,0,1,2,4
Rb1cc1,2420,1912,2535,2306,2535,2482
4732440D04Rik,53,18,92,92,83,137
Alkal1,2,2,2,0,6,2
St18,46,29,98,9,19,10
Gm42492,1,0,0,1,2,1
Pcmtd1,1073,748,661,1551,1260,1669
Gm38372,29,24,35,149,103,94
Gm23274,0,0,0,0,0,0
Gm26901,144,98,81,130,56,106
Gm30414,1,2,1,6,0,1
Sntg1,18502,14413,9688,24754,31170,24647
Gm38024,1,1,0,0,0,0
Gm38259,2,0,0,0,1,1
Gm23358,0,0,0,0,0,0
Gm37005,0,0,0,0,0,0
Gm24276,1,1,0,0,0,0
Gm37629,26,2,10,6,2,0
Gm37143,2,0,0,0,0,0
Gm24765,0,0,0,0,0,0
Rrs1,4939,4367,2941,1698,2118,2062
Adhfe1,71,59,174,94,82,90
2610203C22Rik,14,20,38,3,8,7
Vxn,0,0,0,0,0,0
Gm29520,0,0,0,0,0,0
Mybl1,430,436,586,382,398,330
Vcpip1,2633,1806,2981,1824,2031,1846
1700034P13Rik,76,53,59,23,19,21
Sgk3,206,236,188,273,258,343
Gm22607,0,0,0,0,0,0
Mcmdc2,35,21,18,46,24,51
Snhg6,2029,1607,1643,1126,1265,1262
Snord87,0,1,0,0,0,0
Tcf24,171,149,122,227,223,180
E330040D14Rik,1,0,0,0,4,4
Ppp1r42,3,2,11,2,0,1
Gm15818,0,0,0,0,0,0
Gm24674,0,0,0,0,0,0
Cops5,4169,3576,3326,2388,2767,2719
Cspp1,1678,1436,1307,1232,1099,1385
1700047N06Rik,0,0,0,0,0,0
Arfgef1,6154,4406,6555,5316,6302,6216
Gm26348,0,0,0,0,2,0
Gm37569,6,2,6,0,0,0
Cpa6,17,17,19,19,15,17
Gm38005,0,0,0,0,0,0
Gm25253,0,0,0,0,0,0
Gm37133,0,0,0,0,1,0
Gm22963,0,0,0,0,0,0
Prex2,297,114,504,81,87,102
Gm24173,0,0,0,0,0,0
Gm37410,0,0,0,0,0,0
A830018L16Rik,54,23,92,27,28,28
Gm38178,0,0,0,0,0,0
Gm38069,0,0,0,0,1,0
Gm22633,0,0,0,0,0,0
Mir6341,0,0,0,0,0,0
Gm17644,6,0,0,0,0,0
Gm29663,2,0,1,0,0,2
Sulf1,66,79,82,243,251,339
Slco5a1,173,50,262,127,132,125
Gm37162,0,0,0,0,0,0
Gm29283,1,0,9,0,1,1
Prdm14,2,1,5,1,0,0
Ncoa2,3122,2086,3527,2521,2836,3071
Gm38376,6,0,0,2,8,0
Gm37409,0,0,0,0,0,0
Gm27881,0,0,0,0,0,0
Gm38223,0,0,0,0,0,0
Gm37702,0,1,0,0,0,0
Gm23169,0,0,0,0,0,0
Gm38120,20,12,2,2,2,8
Gm38380,8,4,7,2,0,2
Gm29570,5,1,3,13,5,14
Tram1,7667,6410,5859,4544,5160,5424
Lactb2,1119,899,829,668,681,803
Gm38319,16,2,14,12,2,10
Xkr9,2,0,0,0,0,0
Gm26273,0,0,0,0,0,0
Gm36947,2,2,4,0,0,0
Gm25491,0,0,0,0,0,0
Gm37400,0,0,0,0,0,0
Eya1,254,110,840,111,121,97
Gm22616,0,0,0,0,0,0
Gm37444,0,0,18,0,0,0
Gm9947,11,7,4,8,19,17
Msc,241,199,154,600,1227,719
Gm37412,0,0,0,0,6,0
Trpa1,772,599,649,188,260,214
Gm26345,0,0,0,0,0,0
Kcnb2,74,64,168,35,50,43
Gm38116,0,0,0,0,0,0
Gm37138,0,0,0,2,0,0
Gm25227,0,0,0,0,0,0
Gm25168,0,0,0,0,0,0
Terf1,1935,1429,2211,1292,1305,1244
Gm37509,0,0,0,2,0,0
Sbspon,9,15,35,9,2,3
Gm23259,0,0,0,0,0,0
4930444P10Rik,4,11,3,8,5,1
Rpl7,28792,25468,17526,14149,17466,16066
Rdh10,2558,1597,3544,1012,1650,1555
Gm38249,0,0,0,0,1,0
Gm28095,0,2,0,0,1,0
Stau2,1090,782,1318,673,771,744
Gm7568,0,0,3,0,0,0
Ube2w,2225,1779,2645,1493,1792,1636
Gm38342,16,20,39,7,9,3
Eloc,4481,3292,5542,1830,2633,2125
D030040B21Rik,1,1,4,0,0,0
Tmem70,1344,783,1249,494,525,625
Ly96,145,113,103,327,555,337
Gm28376,8,26,56,16,24,13
4921511E07Rik,0,0,0,0,0,0
Jph1,279,296,214,279,458,349
Gm28783,0,0,0,0,0,0
Gdap1,1051,378,2896,57,66,98
Gm28784,50,19,215,0,0,4
Gm25166,0,0,0,0,0,0
Pi15,0,0,2,23,54,49
Gm28154,0,0,1,0,0,0
Gm16070,11,2,24,2,3,3
Crispld1,0,3,3,8,13,22
Gm28153,10,3,0,8,2,3
Gm28756,6,7,12,11,8,4
Crisp4,0,0,0,0,2,1
Defb18,0,0,0,0,0,0
Defb41,11,2,12,0,0,5
Gm24075,0,0,0,0,0,0
Gm15825,0,1,1,3,2,0
Tfap2d,10,11,6,0,7,1
Tfap2b,35,31,106,3,2,10
Gm28340,0,0,0,0,0,0
Gm24633,0,0,0,0,0,0
Gm38382,3,0,0,0,0,0
Pkhd1,201,77,407,33,57,45
Gm37315,0,0,0,0,0,0
4930486I03Rik,0,0,0,0,0,0
Gm24162,0,0,0,0,0,0
Gm28653,0,0,1,1,0,1
Mir206,0,0,0,0,0,0
Mir133b,0,0,0,0,0,0
Il17a,20,32,18,10,16,10
Il17f,158,50,564,6,12,4
Mcm3,5350,4962,3556,3355,3387,3719
Gm28065,6,6,32,0,1,0
Gm24723,0,0,0,0,0,0
6720483E21Rik,10,0,0,5,0,12
Paqr8,451,484,378,437,541,533
Gm24171,0,0,0,0,0,0
Efhc1,110,102,111,57,67,100
Tram2,2982,2443,1595,1785,1718,1878
Gm28287,0,0,2,4,2,0
Tmem14a,72,61,102,87,74,119
Gm38224,0,0,0,0,1,0
Gsta3,24,22,19,18,18,32
Gm28836,0,0,0,0,0,6
Khdc1a,477,223,1202,29,45,40
Khdc1c,675,254,1774,24,54,50
Khdc1b,6024,2811,17088,322,494,540
Kcnq5,835,823,739,692,558,688
Gm36949,0,6,2,4,2,7
Gm38243,0,0,0,2,0,0
Gm26580,2,20,6,4,11,6
Rims1,519,284,928,172,163,142
Gm29506,7,2,5,2,0,2
4933415F23Rik,0,0,0,0,0,0
Gm24176,0,0,0,0,0,0
Gm6420,0,0,0,0,0,2
Mir30a,0,0,0,0,0,0
Gm27028,2,0,4,28,32,24
Mir30c-2,0,0,0,0,0,0
Gm29107,0,4,0,6,4,6
Ogfrl1,609,411,439,343,323,409
Gm28822,0,2,1,0,1,2
B3gat2,295,201,292,257,283,250
Smap1,2116,1413,1766,1147,1283,1157
Sdhaf4,273,186,335,140,101,155
Gm26524,1,0,6,0,0,0
Fam135a,1477,1000,1255,1497,1569,1740
Gm37580,0,0,0,2,0,4
Col9a1,1,1,9,0,0,3
Col19a1,35,23,70,2,21,8
Gm26418,0,0,0,0,0,0
Lmbrd1,1493,1328,1171,1921,1984,2193
Gm28237,0,0,0,1,0,0
Gm29414,0,0,0,0,0,0
Adgrb3,156,81,356,63,38,48
Gm20172,0,0,0,0,0,0
Gm22260,0,0,0,0,0,0
Gm37543,0,0,0,0,0,0
Gm37331,0,1,0,0,0,0
Gm37211,0,0,1,0,0,0
Gm37862,0,0,0,0,0,0
Gm38286,0,0,0,0,0,0
Gm37880,0,0,0,0,0,0
Gm25294,0,0,0,0,0,0
Gm37011,0,1,0,0,0,0
Gm37051,0,0,0,0,0,0
Gm38260,0,0,0,0,0,0
Gm37628,0,0,1,0,0,0
8030445P17Rik,0,0,0,0,0,0
Gm38198,0,0,0,0,0,0
Gm37077,2,0,0,0,0,0
Gm37895,1,0,0,0,0,0
Gm36952,0,0,0,0,0,0
Gm37602,0,0,0,2,0,1
2900022M07Rik,1,0,0,2,0,0
2900002M20Rik,0,0,0,0,0,0
Gm9884,0,0,0,0,0,0
Gm24064,0,0,0,0,0,0
4931408C20Rik,0,0,0,0,0,1
n-R5s209,0,0,1,0,0,0
Gm5524,1,1,1,0,2,0
Gm38089,0,0,0,0,0,0
Gm597,0,0,0,0,1,0
Gm25586,0,0,0,0,0,0
Gm22679,0,0,0,0,0,0
Gm23785,0,0,1,0,0,0
Mir6342,0,0,0,0,0,0
Gm23771,0,0,0,0,0,0
Gm27430,0,0,0,0,0,0
Gm9898,6,4,2,0,0,0
Phf3,6429,4760,10647,3671,4001,3868
Gm37522,0,0,0,0,8,2
Gm37906,3,3,0,2,6,8
Ptp4a1_1,97,79,34,85,133,76
Ptp4a1_2,649,761,552,389,685,421
AC153137.1,0,1,0,0,0,0
4931428L18Rik,496,270,1383,26,30,35
Gm28644,2,0,1,0,0,0
Gm27362,0,0,0,0,0,0
Gm29128,0,0,3,1,1,0
Lgsn,0,0,4,0,0,0
Pih1d3,0,0,0,0,0,0
Gm26145,0,0,0,0,0,0
Gm23032,0,0,0,0,0,0
Khdrbs2,54,41,124,44,63,51
Gm25814,0,0,0,0,0,0
Gm37999,0,0,8,0,0,2
Gm37110,0,0,0,0,0,0
Gm37911,0,0,0,0,0,0
Gm9839,0,0,6,0,0,0
Gm37792,0,0,0,1,0,2
Gm5415,4,1,4,4,3,2
Gm24732,0,0,0,0,0,0
Gm37426,0,0,0,0,0,2
Gm23024,0,0,0,0,0,0
Gm37151,0,0,0,0,0,0
Gm37724,1128,500,3420,52,102,95
Gm24901,0,0,0,0,0,0
Gm37591,0,0,0,0,0,0
Gm25792,0,0,0,0,0,0
Gm23453,0,0,0,0,0,0
Prim2,1137,837,1140,538,506,582
Gm37618,0,4,0,0,1,0
1700001G17Rik,6,9,9,4,4,8
Gm38173,0,0,0,0,0,0
Rab23,1028,720,1239,654,595,714
Bag2,1181,1072,801,514,460,597
Gm37905,6,0,11,0,0,2
Zfp451,5774,4610,4115,2698,2991,2709
Bend6,26,44,80,12,5,19
Gm37067,0,0,0,0,0,0
Dst,16847,15160,10217,6718,7411,8169
Gm37354,6,6,0,0,3,0
Gm23792,0,0,0,0,0,0
Gm38157,68,28,80,6,10,11
Mir6896,0,0,0,0,0,0
Gm26788,9,46,14,22,27,20
A930005N03Rik,0,0,0,0,0,0
Gm37958,0,0,0,0,0,0
Gm37385,0,0,0,0,0,0
Gm37233,72,72,62,63,126,113
Mir5103,0,0,0,0,0,0
Ccdc115,1899,1039,3694,400,401,529
Gm28306,3,14,25,6,2,0
Imp4,2944,1996,2742,1300,1573,1472
Ptpn18,245,68,672,29,38,70
Gm28417,2,4,1,3,1,3
4930568A12Rik,0,0,4,0,2,2
Prss39,0,1,0,0,0,0
Cfc1,0,0,8,0,0,2
Prss40,0,1,10,1,1,0
1700101I19Rik,0,0,0,0,0,0
Amer3,2,1,0,0,0,1
Arhgef4,298,212,427,233,177,218
Gm38336,42,32,36,63,33,44
Fam168b,7442,6538,4618,6239,7360,6483
Gm37127,16,18,7,26,25,18
Plekhb2,871,624,606,442,530,586
Gm25096,0,0,0,0,0,0
Gm37068,0,0,3,1,2,0
Gm25634,0,0,0,0,0,0
Gm28415,0,0,2,0,0,0
1110002O04Rik,0,0,4,0,0,0
Gm37146,0,0,0,0,1,0
Gm33222,2,0,0,0,0,0
4930535G08Rik,0,0,0,0,0,0
Gm38049,0,0,0,0,0,0
Hs6st1,13761,9432,7756,13582,17513,15456
Gm37335,0,0,0,0,0,0
Gm33280,54,26,40,64,116,85
Uggt1,6829,5494,4530,9122,10264,11101
Mir6897,0,0,0,0,0,0
Neurl3,14,2,14,18,31,27
Arid5a,909,799,790,299,413,404
4930403P22Rik,2,0,4,8,4,10
Kansl3,4651,3748,3414,4489,4549,5009
Mir6898,0,0,0,0,0,0
Fer1l5,72,73,93,62,74,65
Lman2l,1231,1101,1135,799,777,914
Cnnm4,1086,997,1085,588,604,606
Gm37909,2,0,0,0,10,2
Gm47280,0,0,0,0,0,0
Cnnm3,1980,1221,1036,1521,1294,1639
Gm38033,0,0,0,0,0,0
Ankrd23,56,32,54,79,49,79
Gm42417,31,34,26,43,35,47
Ankrd39,315,222,266,297,211,314
Sema4c,4627,2894,2291,3935,4071,4056
D430040D24Rik,88,66,73,48,63,70
Fam178b,69,22,105,11,22,18
Gm24133,0,0,0,0,0,0
Cox5b,4420,3671,3459,1839,2181,2205
Actr1b,7312,5728,4232,4104,4959,4575
4933424G06Rik,144,25,379,13,20,8
Gm33533,0,0,0,0,0,0
Zap70,22,16,45,6,0,4
Tmem131,5985,4431,3881,6720,6531,6964
Gm37506,0,0,0,0,0,0
Gm38115,0,0,7,0,0,0
F830112A20Rik,3,0,0,0,0,3
n-R5s210,0,0,0,0,0,0
Vwa3b,25,10,20,2,2,9
Gm37020,0,0,0,0,0,0
Cnga3,21,21,11,7,3,4
1700074A21Rik,0,0,0,0,0,0
Inpp4a,900,633,894,889,1073,1063
4930439A04Rik,0,0,0,0,0,0
Gm37135,0,0,0,0,0,0
Coa5,2561,1809,1567,1455,1559,1649
Unc50,3068,1872,4412,1644,1613,1911
Mgat4a,494,129,785,121,121,153
4930594C11Rik,2,2,0,0,1,1
2010300C02Rik,62,31,49,63,73,70
4930556I23Rik,0,0,4,0,0,0
4930470B04Rik,0,0,0,0,0,0
Gm19863,0,0,0,0,0,0
Tsga10,292,176,452,204,191,231
Gm26805,0,0,0,0,0,0
Lipt1,373,218,850,74,100,96
Mitd1,390,215,315,337,233,361
Mrpl30,1547,1273,1112,690,770,855
Lyg2,0,0,0,0,0,0
Gm15457,2,1,1,0,0,0
Lyg1,0,0,0,0,0,0
Gm23409,0,0,0,0,0,0
Txndc9,3729,2691,4431,1560,1869,1757
Eif5b,11613,7281,10971,4806,5007,5044
Rev1,1488,1014,1702,1440,1599,1544
Gm37062,0,4,0,4,10,6
Gm5099,0,0,0,1,1,0
Aff3,8856,6751,5553,5684,7586,6228
Gm16150,1,6,4,2,2,0
Gm16151,6,6,0,0,0,2
Gm16152,11,24,24,10,29,7
2610300A13Rik,0,0,0,0,0,0
Lonrf2,64,17,155,23,6,15
Chst10,51,26,43,55,50,77
Gm37707,0,0,0,0,0,0
Nms,0,0,0,0,1,0
Pdcl3,2354,1762,2163,1162,1159,1273
Gm37309,36,44,38,69,53,88
Gm37821,1,0,2,0,0,0
Gm37091,0,0,15,1,1,0
Mir6349,0,0,0,0,0,0
Npas2,333,232,914,81,69,90
Rpl31,19411,16270,12174,7175,9219,8380
Tbc1d8,2383,1626,4239,3671,2800,3387
Gm37265,0,0,0,0,0,0
Gm24826_1,0,0,0,0,0,0
Gm24826_2,0,0,0,0,0,0
Cnot11,3742,2510,5110,1461,1678,1656
Gm15832,212,179,126,343,259,379
Snord89,0,0,0,0,0,0
Rnf149,3007,2577,1696,2485,2555,2409
Gm23722,0,0,0,0,0,0
Creg2,23,14,16,52,62,60
D930019O06Rik,0,0,7,2,5,2
Rfx8,10,2,1,3,0,6
Gm3646,0,0,0,0,0,0
1700066B17Rik,1,5,6,25,9,29
Map4k4,9383,7257,5853,11120,13050,12396
4930456G14Rik,0,0,0,2,0,2
Il1r2,62,16,230,77,159,125
Gm16894,0,0,2,21,10,13
Gm37347,0,1,0,2,0,0
Il1r1,16489,14196,8595,11985,14889,12419
Gm38070,133,44,275,5,11,10
Il1rl2,659,720,506,2780,2306,2987
Il1rl1,0,0,0,3,11,13
Il18r1,10,14,22,12,10,14
Il18rap,9,10,13,9,6,9
Gm35801,0,0,0,0,0,0
Slc9a4,54,18,166,2,8,4
Gm37435,0,0,4,0,0,0
Slc9a2,353,460,246,93,137,95
Gm37623,0,0,0,0,0,2
Gm37915,0,6,14,0,2,0
Mfsd9,161,86,482,34,16,34
Tmem182,138,146,284,16,43,26
4930448I06Rik,2,0,0,0,1,0
Gm28634,1,0,0,0,0,0
Gm29260,13,20,5,5,1,3
Gm9915,0,0,0,0,0,0
Gm29664,0,0,0,0,0,0
Gm28175,606,571,465,179,220,145
Gm28140,6,1,10,1,1,0
Gm37047,0,0,0,0,0,0
Pantr1,4,3,17,2,2,1
4930420N18Rik,0,0,0,0,0,0
Gm20646,29,13,56,1,3,7
Pou3f3,12,8,37,7,14,0
Pantr2,0,0,0,0,0,0
Dalir,0,0,0,0,0,0
Mrps9,1676,1271,1156,1393,1286,1483
Gm23126,0,0,0,0,0,0
Gpr45,74,24,26,55,38,62
Gm24001,0,0,0,0,0,0
Tgfbrap1,2309,1478,2512,1297,1276,1356
Gm28782,0,0,0,0,0,0
8430432A02Rik,13,2,8,16,8,4
AI597479,913,700,733,817,666,777
Fhl2,292,371,173,141,197,217
Gm29040,5,15,9,2,7,4
Nck2,2363,2005,1412,1635,1744,1624
Gm37536,0,0,0,0,0,0
Gm38228,62,22,24,37,27,22
1500015O10Rik,19,6,8,18,25,38
Gm29155,4,8,6,2,5,4
Gm29157,4,0,0,0,2,2
Gm29156,14,4,4,6,10,14
Uxs1,3881,2563,4192,1910,2090,2201
Gm26352,0,0,0,0,0,0
Gm24180,0,0,0,0,0,0
Tpp2,3393,3232,2172,3843,4604,4309
Mettl21c,32,12,11,30,54,41
Gm8251,178,103,88,781,717,745
Tex30,4946,3951,3095,7195,10949,8438
Gm29247,93,35,54,109,152,146
Kdelc1,2578,2112,1604,2363,2294,2705
Bivm,824,566,622,624,565,609
Ercc5,1271,951,1244,1335,1231,1392
Mettl21e,1,3,0,3,1,0
Gm28893,24,14,27,14,47,31
Gulp1,692,458,410,625,603,649
Gm37626,18,4,12,8,10,2
4930521E06Rik,1,0,0,0,0,0
Gm38110,164,60,578,0,13,6
Col3a1,67,8,13,6501,7706,10378
Gm47302,0,0,0,0,0,0
Col5a2,299,192,192,1736,1933,2470
Gm38211,0,2,2,2,3,6
Gm23216,0,0,0,0,0,0
Gm23974,0,0,0,0,0,0
Gm23984,0,0,0,0,0,0
Wdr75,3619,3198,3174,1907,2036,2342
Gm5269,10,7,3,2,5,3
Slc40a1,236,226,92,542,374,600
Dnah7b,237,145,514,148,183,157
n-R5s211,0,0,0,0,0,0
Dnah7c,2052,1455,2731,310,504,347
Slc39a10,10533,6415,9790,7970,8660,8826
Gm28151,84,70,116,93,72,128
Gm37393,0,0,0,0,0,0
Gm28826,4,0,3,1,2,2
Gm38090,0,0,0,0,0,0
Mir6350,0,0,0,0,0,0
Gm37196,0,0,0,0,0,0
Gm22419,0,0,0,0,0,0
Gm23829,0,0,0,0,0,0
Gm23240,0,0,0,0,0,0
Gm22693,0,0,0,0,0,0
C230029F24Rik,68,39,174,22,21,31
4933411E06Rik,0,0,0,2,0,0
Gm27330,0,0,0,0,0,0
Gm29665,0,0,0,0,0,0
Gm25843,0,0,0,0,0,0
Gm28321,6,0,0,0,3,0
Tmeff2,232,233,209,164,297,322
Gm28322,0,0,0,0,0,0
Gm25736,0,0,1,0,0,0
Gm28319,0,0,0,0,0,0
Gm28320,4,5,12,3,1,5
Gm29325,2,1,2,1,1,0
9330175M20Rik,5,1,7,4,9,4
Cavin2,12,14,10,102,91,166
1700072G22Rik,0,0,0,0,0,0
Nabp1,266,307,277,357,468,504
Gm17767,41,33,158,2,3,4
Gm37535,0,0,0,0,0,0
Gm28055,9,8,21,13,28,17
Myo1b,9621,9798,7380,9342,11805,9944
Gm29453,0,0,0,2,2,2
Gm28323,0,0,0,0,2,2
Gm27607,0,0,0,0,0,0
Stat4,167,77,387,10,21,11
Gm28177,6,9,14,0,2,7
Gm31812,4,0,2,0,0,0
Stat1,351,304,303,400,280,470
Gls,6768,6386,3622,9207,9835,10186
Gm23460,2,0,0,0,0,0
Nab1,3180,2679,2016,2735,3645,2982
Gm553,4,1,13,8,6,7
Gm28178,0,0,0,0,0,1
Nemp2,292,247,259,284,206,428
Gm37242,0,0,0,0,0,0
Mfsd6,639,338,665,856,853,928
Gm29670,0,0,0,0,0,1
Inpp1,855,848,488,1818,2634,2126
Hibch,390,304,248,421,268,427
1700019D03Rik,27,17,58,8,8,9
Mstn,0,0,0,0,0,0
Gm24349,0,0,0,0,0,0
1700019A02Rik,17,20,22,27,19,16
Pms1,558,239,1057,117,129,164
Gm28777,0,0,0,0,0,0
Ormdl1,633,529,527,341,324,414
Gm28778,10,22,2,9,12,14
Osgepl1,452,411,510,268,209,311
Gm28551,38,2,44,24,5,25
Asnsd1,219,161,244,61,101,105
Dnah7a,1113,794,808,803,1094,865
Gm25240,0,0,0,0,0,0
Stk17b,2036,1553,1075,1380,1393,1529
Gm37863,1,0,0,0,0,0
Hecw2,722,601,787,363,308,492
Mir7681,0,0,0,0,0,0
Gm24251,0,0,0,0,0,0
Gm37633,0,0,0,0,1,0
Gm25829,0,0,0,0,0,0
Ccdc150,135,150,107,55,51,69
Gtf3c3,938,822,710,686,712,848
Gm34066,38,9,84,9,10,5
Pgap1,1757,1325,1028,2928,3028,3310
Gm36955,2,8,1,2,11,5
Ankrd44,2490,1421,6564,339,335,414
4930444A19Rik,0,0,0,0,0,0
Gm37370,0,0,2,0,0,0
Gm24053,0,0,0,0,0,0
A130048G24Rik,1,0,0,0,0,0
Sf3b1,12959,11036,11066,12605,15814,14199
E330011M16Rik,12,16,14,7,16,20
Coq10b,2398,2430,2114,1607,2486,1967
Hspd1,23434,21194,14538,14400,16994,16094
Hspe1,7774,6438,5198,5002,6738,5881
Mob4,2071,2009,1728,2522,3865,3505
Rftn2,40,24,67,51,47,56
Gm10561,27,5,23,14,16,10
Mars2,474,367,363,365,375,448
Boll,25,16,27,16,20,29
Plcl1,93,25,171,123,117,121
Gm38056,6,4,5,8,11,9
Gm37382,0,0,0,0,0,0
9130227L01Rik,42,4,112,7,3,5
Gm36986,0,0,6,0,0,0
1700003I22Rik,0,0,0,0,0,0
Gm28240,0,0,0,0,0,1
Hsfy2,4,0,0,0,0,0
Satb2,1292,1065,962,2404,4022,2767
9130024F11Rik,10,4,22,38,59,40
Gm4081,0,1,0,0,2,0
Gm23943,0,0,0,0,0,0
1700126A01Rik,0,0,0,0,2,0
BC055402,10,0,5,57,65,83
4930558J18Rik,27,13,26,40,42,45
1700066M21Rik,1240,953,1025,2081,3237,2469
Tyw5,658,478,407,771,789,937
Maip1,709,684,508,555,702,576
Gm22371,0,0,0,0,0,0
Gm24014,0,0,0,0,0,0
Gm37373,0,3,0,0,0,0
Spats2l,352,215,155,404,507,432
Gm17234,0,0,0,0,0,0
Kctd18,643,530,508,543,529,604
Sgo2a,972,735,968,653,626,599
Aox1,193,124,118,133,126,182
Aox3,50,44,80,90,176,166
Gm24548,0,0,0,0,0,0
Aox4,173,224,94,71,51,56
Gm15759,6,5,8,4,9,10
Aox2,88,116,98,103,129,119
Gm37607,115,50,71,92,97,105
Bzw1,53744,51628,31509,44243,63207,49870
Clk1,5804,4776,4790,10078,10030,10532
Ppil3,877,623,934,429,360,522
Nif3l1,1358,1064,921,753,736,839
Orc2,2121,1810,2181,1133,922,1199
Gm23966,0,0,0,0,0,0
Gm15834,42,30,36,30,22,38
Fam126b,1015,742,1606,715,658,856
Ndufb3,1407,1094,1134,557,552,605
Als2cr12,58,36,63,54,40,49
Cflar,1984,1363,1205,2377,2155,2680
Casp8,1097,833,844,812,746,931
Gm37760,23,5,20,12,5,12
Trak2,3555,2728,1852,2814,3246,3503
Stradb,872,385,1295,519,419,515
C2cd6b,8,0,2,1,0,1
Gm29018,2,1,1,13,9,0
C2cd6,6,0,18,0,2,12
Gm25502,0,0,0,0,0,0
Tmem237,899,630,683,660,623,792
G730003C15Rik,27,11,10,14,12,19
Mpp4,17,10,33,10,22,24
Gm29017,26,14,23,35,28,56
Als2,1600,1231,1455,1098,1139,1157
Cdk15,41,16,48,11,11,3
Gm29016,41,29,62,6,0,2
Gm37737,0,0,2,0,0,0
Fzd7,2134,1380,1114,1649,1717,1700
Gm26813,77,58,56,40,52,57
Gm973,59,30,118,5,4,11
Gm28411,0,0,0,0,0,0
1700122D07Rik,0,0,0,0,0,0
Sumo1,3242,2466,2261,1723,2169,1971
Gm24545,0,0,0,0,0,0
D430013B06Rik,10,20,3,24,35,14
Nop58,7747,7040,5671,2966,3551,3414
Snord70,0,0,0,0,0,0
Gm26293,0,0,0,0,0,0
Gm26287,1,0,0,0,0,0
Snord11,0,0,0,0,0,0
Bmpr2,18825,16814,10811,21979,27834,23047
Gm38125,10,0,0,0,2,2
Gm37977,8,6,1,4,6,0
Fam117b,2829,1918,3971,1253,1302,1330
Gm37531,4,14,4,0,0,0
Ica1l,133,83,361,62,41,69
Wdr12,2005,1364,1236,836,797,996
Carf,236,211,135,239,193,199
Nbeal1,1021,624,771,1055,919,1139
Cyp20a1,1213,834,689,688,594,885
6030460B20Rik,4,0,8,2,0,4
Abi2,2498,1908,1217,1984,2362,2152
Raph1,2835,2353,1997,1754,1660,1533
Gm38388,0,0,0,0,0,2
Gm23762,0,0,0,0,0,0
Cd28,7,1,0,2,12,4
Gm11579,0,0,0,0,0,0
2310016D23Rik,3,0,2,0,0,0
Gm37198,1,1,1,0,1,0
Gm38137,0,0,0,0,0,0
Ctla4,12,27,49,12,8,11
Icos,0,4,0,0,4,4
Gm37039,0,0,0,0,0,0
Gm28083,0,0,0,1,0,0
Gm11587,24,10,54,0,6,0
9530026F06Rik,6,0,6,0,1,3
Gm11588,7,0,4,1,1,1
Gm25839,0,0,0,0,0,0
Gm28449,2,0,4,0,0,0
Gm36943,0,0,0,0,0,0
4930587A21Rik,1,1,0,1,0,0
Pard3b,213,145,227,161,230,226
Gm37205,0,0,0,4,0,0
Gm38012,1,0,8,2,0,2
Gm38278,0,0,0,0,0,0
Pard3bos1,0,0,0,0,0,0
Gm38075,8,0,0,0,0,0
Pard3bos2,4,1,11,0,2,0
Gm38351,0,0,0,0,0,0
Pard3bos3,2,0,0,0,0,0
Gm29084,0,0,0,2,2,0
Nrp2,385,286,359,336,391,479
Gm29083,0,0,0,0,0,0
Gm37121,0,0,0,0,0,2
Gm4208,0,0,0,0,0,0
Ino80d,2438,1849,2213,2372,2498,2322
Gm44468,0,0,0,0,0,0
Gm24942,0,0,0,0,0,0
Ino80dos,292,175,161,268,205,371
Gm20342,186,113,146,274,174,272
Ndufs1,2910,2597,1955,2058,2138,2373
Gm24557,0,0,0,0,0,0
Eef1b2,16092,13847,10355,6850,8370,8062
Gm27390,0,0,0,0,0,0
Gm26457_1,0,2,0,0,0,0
Gm26457_2,0,0,0,0,0,0
Snora41,0,0,0,0,3,3
Gpr1,640,309,1666,24,42,34
Gm27512,0,0,0,0,0,0
